Participant-ID;age;gender;ef1;ef2;ef3;ef4;ef5;ef6;ef7;ef8;ef9;ef10;ef11;ef12
847;26;männlich;3;2;3;4;2;4;3;4;4;3;4;3
848;18;männlich;4;4;2;3;4;4;4;5;4;2;4;4
849;23;männlich;4;2;3;5;2;3;3;4;3;3;5;5
850;25;männlich;4;3;2;4;4;5;4;4;4;4;2;4
851;29;männlich;2;2;4;3;4;4;4;4;2;2;5;4
852;27;männlich;4;4;4;5;3;4;4;4;4;1;1;4
853;29;männlich;4;4;3;4;4;5;4;5;4;5;5;5
854;27;männlich;1;1;1;4;1;3;4;5;5;1;1;4
855;22;männlich;4;4;1;3;2;5;5;5;5;5;5;5
856;20;männlich;5;4;1;4;3;2;2;1;5;4;3;3
857;22;männlich;5;5;2;2;4;1;1;4;4;2;1;4
858;27;männlich;4;3;4;4;2;4;3;4;2;3;4;5
859;22;männlich;2;3;1;3;3;3;2;2;2;2;2;3
860;31;männlich;3;4;2;2;2;2;3;4;4;3;4;4
861;26;männlich;4;5;2;3;4;4;3;3;2;4;4;4
862;27;männlich;4;3;5;5;5;5;3;5;1;1;1;4
863;23;männlich;3;4;4;3;3;4;5;5;4;5;4;4
864;30;männlich;2;3;2;4;2;2;3;4;4;3;2;2
865;21;männlich;4;5;5;2;3;2;5;2;5;4;5;4
866;26;männlich;4;2;2;2;3;4;2;4;4;2;2;4
867;20;männlich;3;2;1;3;2;4;2;4;3;1;2;3
868;21;männlich;4;2;3;4;2;1;2;3;2;2;2;4
869;29;männlich;4;3;2;3;3;4;3;4;3;4;4;4
870;32;männlich;3;4;2;2;5;1;3;2;3;2;3;2
871;24;männlich;4;3;1;1;3;4;4;4;5;3;2;1
872;25;männlich;4;3;2;1;5;2;2;4;3;4;1;4
873;28;männlich;3;3;2;3;4;3;3;4;3;2;2;4
874;26;männlich;4;4;2;4;4;4;1;2;4;5;4;3
875;18;männlich;4;4;2;2;2;4;4;5;2;5;3;4
876;19;männlich;5;5;1;4;4;4;4;5;2;5;4;3
877;22;männlich;4;5;4;4;4;5;4;3;4;1;1;4
878;29;männlich;1;2;3;3;5;3;5;5;5;3;1;3
879;20;männlich;5;5;3;5;4;4;2;5;4;4;2;5
880;26;männlich;4;4;4;4;4;2;3;5;5;5;3;5
881;33;männlich;4;3;2;4;3;4;2;4;4;1;2;5
882;24;männlich;2;3;1;1;1;3;2;2;4;3;4;2
883;23;männlich;4;2;1;4;4;5;3;2;3;1;2;5
884;21;männlich;4;4;5;3;3;2;4;4;5;4;5;4
885;25;männlich;4;4;2;5;2;4;4;4;4;3;5;2
886;27;männlich;4;4;2;3;3;4;1;5;5;2;2;4
887;27;männlich;4;3;4;4;1;4;4;4;3;2;4;4
888;29;männlich;4;3;4;4;2;4;3;5;3;1;1;3
889;27;männlich;4;3;3;3;4;4;2;3;2;2;1;3
890;19;männlich;4;4;5;5;4;5;2;5;4;4;4;5
891;26;männlich;4;3;4;4;4;4;2;5;4;3;5;4
892;25;männlich;3;2;2;3;3;3;2;4;2;3;3;4
893;19;männlich;4;4;3;4;2;4;4;4;4;5;4;4
894;21;männlich;4;5;1;4;4;1;5;1;3;5;5;4
895;21;männlich;1;3;1;2;2;4;3;3;2;2;3;1
896;18;männlich;4;2;1;5;3;3;4;3;2;1;3;4
897;19;männlich;4;4;3;4;3;5;4;4;3;4;4;5
898;20;männlich;3;2;2;4;4;4;2;5;4;2;1;5
899;22;männlich;4;2;2;2;5;4;4;4;4;2;4;4
900;21;männlich;4;2;2;4;4;5;3;5;3;5;4;4
901;27;männlich;2;4;1;4;2;3;3;5;3;2;2;3
902;32;männlich;5;4;2;3;4;5;2;5;4;4;4;5
903;18;männlich;4;5;2;3;4;2;2;4;3;4;5;3
904;27;männlich;4;4;4;3;4;2;3;3;2;4;5;4
905;19;männlich;4;2;3;4;4;4;2;4;4;3;4;5
906;31;männlich;4;4;3;4;4;4;3;3;4;5;4;4
907;25;männlich;4;2;1;3;2;4;4;4;4;5;2;5
908;28;männlich;4;1;1;1;3;4;1;1;4;1;1;4
909;23;männlich;4;4;5;5;3;5;5;4;5;4;4;5
910;26;männlich;3;4;4;3;5;4;4;4;5;4;4;5
911;22;männlich;3;4;3;4;1;4;2;4;4;2;5;3
912;23;männlich;4;4;4;5;4;5;2;5;3;4;4;5
913;23;männlich;1;3;1;2;5;5;4;5;3;3;4;3
914;25;männlich;4;3;4;4;2;5;4;4;4;3;4;5
915;24;männlich;4;2;3;5;4;5;2;5;3;3;4;5
916;25;männlich;2;4;3;4;2;3;3;4;3;2;2;3
917;21;männlich;2;2;2;4;4;4;2;4;4;4;2;4
918;19;männlich;4;2;2;2;2;4;2;2;2;1;4;4
919;25;männlich;4;2;1;3;3;4;2;3;4;2;3;3
920;23;männlich;3;1;4;4;5;1;2;5;5;1;3;4
921;18;männlich;4;1;2;4;3;4;1;3;5;1;4;4
922;22;männlich;4;4;2;4;2;5;4;5;4;4;4;5
923;30;männlich;5;4;4;4;4;4;4;4;4;1;1;5
924;22;männlich;5;5;4;4;4;4;4;4;4;5;4;4
925;18;weiblich;4;2;1;4;3;4;2;4;4;1;2;4
926;39;weiblich;5;1;2;5;5;5;4;5;5;1;4;5
927;22;weiblich;4;3;4;3;4;4;4;4;4;2;3;4
928;26;männlich;3;2;2;2;3;3;4;3;2;2;2;2
929;22;weiblich;2;4;4;2;1;4;1;4;4;4;2;5
930;24;weiblich;3;3;4;3;2;3;4;3;3;1;4;2
931;20;männlich;3;3;4;4;4;4;4;4;5;4;5;5
932;31;weiblich;5;5;3;4;4;4;2;5;3;5;5;4
933;29;weiblich;5;3;3;4;4;4;3;5;4;2;3;5
934;30;weiblich;4;3;2;1;4;3;2;4;4;2;1;4
935;42;weiblich;4;5;5;4;3;3;4;3;3;2;3;3
936;23;weiblich;4;4;4;4;5;5;3;5;5;4;4;4
937;32;keine Angabe;3;1;1;3;5;3;4;4;4;1;1;4
938;25;weiblich;4;3;2;4;1;4;4;4;4;5;5;5
939;26;männlich;4;2;4;4;3;3;4;4;4;2;4;4
940;43;weiblich;3;2;3;3;4;3;3;2;3;2;3;2
941;23;weiblich;2;2;3;4;3;4;4;4;4;3;4;4
942;23;weiblich;4;4;4;4;2;3;2;3;2;2;2;4
943;21;weiblich;1;1;1;1;5;1;3;1;4;1;4;1
944;27;weiblich;5;3;2;2;2;5;4;4;4;1;4;5
945;26;weiblich;4;4;3;3;2;4;4;4;4;2;3;4
946;25;männlich;3;3;3;3;3;3;3;3;3;3;3;3
947;24;weiblich;2;2;3;1;3;2;5;2;2;1;3;2
948;23;männlich;3;1;1;4;2;4;4;4;4;1;4;5
949;19;weiblich;2;4;2;3;2;3;5;4;3;4;1;5
950;27;weiblich;3;4;3;3;4;3;3;4;3;4;4;4
951;22;weiblich;5;4;4;5;2;4;2;4;4;5;4;5
952;25;weiblich;3;4;2;2;2;3;2;4;3;3;3;4
953;20;weiblich;5;4;1;1;4;5;5;5;2;3;4;5
954;29;männlich;2;2;2;2;3;2;3;4;3;2;4;3
955;22;männlich;3;1;1;2;4;4;4;4;4;1;1;5
956;20;weiblich;1;2;3;3;5;2;2;3;3;2;4;3
957;20;weiblich;2;2;3;2;4;2;3;2;2;2;2;2
958;19;weiblich;3;3;3;4;2;2;3;2;1;3;3;3
959;21;weiblich;3;4;3;3;4;2;2;2;4;2;4;3
960;19;weiblich;2;4;2;2;4;4;3;4;3;4;1;4
961;21;männlich;3;4;3;4;3;2;3;4;3;2;2;4
962;25;weiblich;3;3;2;2;2;1;1;2;1;5;1;1
963;22;weiblich;2;3;3;2;3;3;3;2;3;3;4;3
964;27;männlich;5;3;3;5;3;5;2;5;3;3;3;4
965;22;weiblich;2;4;2;2;3;3;2;5;1;2;2;5
966;21;weiblich;2;5;1;4;1;4;2;4;1;5;5;5
967;25;männlich;4;3;3;3;2;2;3;3;2;2;2;3
968;24;weiblich;3;3;2;3;2;3;4;3;2;2;3;3
969;20;männlich;4;5;2;2;4;2;2;2;2;4;4;4
970;27;weiblich;5;4;4;4;3;4;2;4;4;3;3;4
971;21;weiblich;3;3;4;4;2;2;2;3;3;4;4;4
972;20;männlich;3;2;4;2;2;2;4;2;2;2;4;2
973;29;männlich;4;5;5;4;4;5;4;5;5;5;4;5
974;25;weiblich;4;3;2;4;2;3;2;5;3;4;3;4
975;23;weiblich;4;3;2;2;3;4;3;4;3;4;4;4
976;23;weiblich;4;1;2;4;1;2;4;4;4;2;5;4
977;29;weiblich;1;3;2;2;5;3;2;4;2;1;5;3
978;21;weiblich;4;2;1;4;4;5;4;5;4;1;5;5
979;21;weiblich;3;3;2;3;5;5;2;5;3;4;3;5
980;23;weiblich;3;4;2;3;4;2;3;2;3;4;3;3
981;22;weiblich;5;5;3;4;2;5;5;5;5;4;5;5
982;23;weiblich;2;2;5;5;1;2;4;2;2;3;4;4
983;24;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
984;25;weiblich;2;3;4;2;2;2;3;3;2;2;3;3
985;29;weiblich;3;3;3;3;3;2;4;2;4;2;2;2
986;24;männlich;4;3;3;2;2;4;4;3;5;2;1;1
987;20;männlich;3;2;3;1;4;3;2;3;1;5;1;2
988;25;weiblich;1;3;2;2;1;2;2;2;2;4;5;4
989;25;männlich;5;2;5;5;4;5;2;5;1;4;5;5
990;25;männlich;3;2;4;4;2;4;4;3;4;1;2;2
991;18;männlich;2;4;1;1;5;2;4;4;5;1;2;2
992;21;weiblich;3;5;5;5;4;1;3;2;2;5;4;2
993;24;männlich;4;3;2;3;2;4;4;3;3;4;5;5
994;29;männlich;2;2;3;2;2;2;3;2;3;2;2;2
995;31;weiblich;4;4;4;4;1;4;4;4;4;4;5;5
996;27;männlich;5;4;2;1;5;2;3;5;2;2;4;4
997;19;weiblich;3;3;3;5;5;3;5;5;5;2;3;3
998;23;weiblich;3;2;3;4;2;4;3;4;4;4;4;5
999;19;weiblich;4;3;2;3;2;3;3;4;3;2;4;4
1000;20;männlich;3;2;4;4;3;4;2;5;4;2;1;4
1001;25;weiblich;4;2;2;3;1;4;5;4;5;4;3;5
1002;28;weiblich;2;3;2;2;4;3;2;3;2;3;3;5
1003;22;weiblich;5;2;3;4;3;5;4;4;5;2;2;5
1004;39;weiblich;5;3;2;5;4;5;3;3;4;1;1;4
1005;23;weiblich;1;3;1;1;4;1;5;2;5;1;1;1
1006;19;männlich;2;2;1;2;4;4;4;4;3;4;4;4
1007;22;weiblich;3;2;4;3;4;4;4;4;3;2;4;3
1008;21;weiblich;4;4;1;1;4;3;3;4;2;2;3;4
1009;20;weiblich;5;4;4;4;3;4;1;4;2;2;1;3
1010;25;männlich;4;4;4;5;5;4;5;4;5;4;4;5
1011;28;weiblich;4;2;4;5;3;4;4;4;5;3;4;4
1012;24;weiblich;1;3;5;5;5;1;1;3;1;1;1;3
1013;23;weiblich;5;2;2;4;5;5;3;4;4;1;4;3
1014;19;weiblich;3;4;2;3;4;3;3;4;5;3;2;3
1015;24;weiblich;3;2;3;4;3;4;2;4;2;2;4;4
1016;23;weiblich;4;2;2;5;4;4;4;4;5;1;1;4
1017;24;männlich;4;3;1;3;2;4;3;4;2;4;4;3
1018;25;weiblich;4;3;3;5;4;5;4;5;5;3;4;5
1019;25;männlich;2;1;2;4;2;4;4;4;4;2;4;4
1020;31;männlich;5;5;1;2;5;2;1;2;1;5;5;5
1021;27;männlich;1;5;3;3;1;3;1;5;3;5;5;3
1022;25;weiblich;3;1;1;1;3;3;3;5;3;1;1;3
1023;27;weiblich;4;4;2;3;4;4;4;5;4;1;4;4
1024;24;weiblich;3;3;3;3;3;2;4;2;3;2;3;2
1025;23;weiblich;4;4;3;3;3;5;2;5;4;4;5;4
1026;23;weiblich;4;2;1;4;4;4;4;4;5;1;4;4
1027;22;weiblich;1;4;1;1;3;4;5;4;3;4;2;4
1028;21;männlich;4;3;2;4;4;2;3;3;2;4;2;3
1029;31;weiblich;4;2;2;4;2;3;3;4;3;2;2;3
1030;21;weiblich;4;3;3;4;3;4;4;4;3;3;4;4
1031;21;männlich;1;3;1;3;1;1;4;3;2;1;4;1
1032;20;weiblich;2;4;5;4;4;3;4;5;4;4;4;5
1033;24;männlich;3;2;2;4;2;5;2;4;4;1;1;1
1034;23;männlich;2;1;1;1;3;2;1;2;2;1;2;3
1035;24;weiblich;4;2;1;2;3;4;4;4;3;1;1;4
1036;19;männlich;3;2;3;4;3;3;3;2;3;4;3;2
1037;23;weiblich;5;1;1;3;4;4;5;5;4;1;2;3
1038;23;weiblich;1;4;3;2;1;2;2;4;1;3;2;1
1039;23;weiblich;5;1;1;5;4;5;2;5;5;2;4;5
1040;23;männlich;5;5;5;5;5;5;3;5;5;3;5;5
1041;21;weiblich;3;5;3;5;3;3;2;4;2;2;1;3
1042;23;männlich;2;3;1;3;1;1;3;1;1;2;4;1
1043;23;weiblich;3;4;1;3;4;4;5;4;4;5;4;4
1044;22;männlich;4;4;3;3;4;2;2;3;3;2;3;4
1045;38;männlich;2;3;1;2;3;2;2;2;2;3;1;3
1046;33;weiblich;3;2;2;3;3;4;3;4;4;4;4;4
1047;22;männlich;2;4;2;3;3;4;4;3;2;4;2;3
1048;22;weiblich;3;3;3;4;4;4;4;5;4;4;4;5
1049;29;weiblich;3;1;1;2;2;3;3;5;4;1;4;4
1050;27;weiblich;5;3;1;3;2;4;1;2;2;1;1;2
1051;20;männlich;2;4;1;4;2;3;2;4;4;3;4;5
1052;19;männlich;2;2;2;2;2;2;2;4;2;1;2;2
1053;21;männlich;3;3;3;4;4;2;3;4;4;4;2;3
1054;20;männlich;3;4;2;4;3;2;2;4;2;3;2;2
1055;26;weiblich;2;2;5;3;5;1;2;5;2;5;5;5
1056;20;männlich;4;4;5;4;4;5;4;4;5;1;2;4
1057;22;weiblich;4;3;4;4;2;4;4;4;4;2;4;4
1058;23;weiblich;4;1;1;2;4;4;3;4;4;1;3;4
1059;18;weiblich;5;4;2;5;3;5;5;5;5;4;5;5
1060;31;männlich;1;3;2;3;1;2;1;5;2;3;3;2
1061;19;weiblich;4;4;4;3;4;4;4;4;5;4;3;4
1062;20;weiblich;4;2;2;3;3;3;3;3;3;1;2;4
1063;20;weiblich;4;4;2;3;3;2;3;3;3;4;3;3
1064;19;weiblich;5;3;3;5;1;5;5;5;5;1;5;5
1065;19;weiblich;4;4;3;3;3;3;3;3;4;3;4;4
1066;18;weiblich;4;4;4;4;1;3;2;3;2;5;5;5
1067;20;weiblich;4;3;3;4;4;2;2;5;5;1;4;5
1068;22;weiblich;3;2;2;4;2;4;3;4;3;3;4;4
1069;19;weiblich;3;2;2;4;4;4;2;3;4;2;4;4
1070;20;weiblich;4;3;2;3;5;4;2;4;4;2;3;4
1071;21;weiblich;2;4;5;5;4;4;4;4;2;5;4;5
1072;19;männlich;3;2;5;4;3;5;3;4;4;2;2;3
1073;19;weiblich;4;2;2;3;2;4;3;4;4;2;3;4
1074;18;weiblich;2;4;2;2;4;3;4;4;4;3;4;4
1075;19;weiblich;5;3;2;5;4;5;4;5;5;2;2;5
1076;19;weiblich;2;4;5;4;2;4;4;3;4;4;5;4
1077;19;weiblich;4;2;2;3;4;3;4;4;4;1;3;5
1078;19;weiblich;4;2;3;5;4;5;2;4;5;3;3;5
1079;19;weiblich;4;3;4;4;4;4;4;4;4;2;4;4
1080;19;weiblich;4;3;2;2;1;4;1;4;2;3;4;3
1081;23;weiblich;3;3;1;1;2;2;2;2;2;5;5;3
1082;18;weiblich;4;1;2;4;3;2;4;4;4;1;2;4
1083;25;weiblich;3;3;3;4;3;3;3;3;3;4;4;3
1084;20;weiblich;2;4;1;4;4;4;4;4;2;2;5;4
1085;23;weiblich;4;3;1;5;3;5;5;4;4;1;5;5
1086;18;männlich;4;4;4;3;4;5;4;4;4;1;1;4
1087;19;weiblich;2;2;3;4;4;4;4;4;4;3;3;3
1088;20;weiblich;2;3;3;2;1;2;4;4;2;3;2;3
1089;19;weiblich;4;4;3;4;4;4;4;5;5;3;5;5
1090;21;weiblich;3;2;2;3;5;3;4;3;2;2;2;3
1091;19;weiblich;4;3;2;4;4;4;4;4;5;2;4;4
1092;24;weiblich;3;1;1;2;2;2;1;2;1;3;2;4
1093;20;männlich;4;3;2;3;2;2;3;4;3;2;1;3
1094;27;weiblich;2;4;1;1;2;2;4;2;1;3;3;2
1095;18;weiblich;3;1;1;1;4;2;2;3;2;2;4;3
1096;18;weiblich;4;4;2;5;4;5;4;4;4;3;4;5
1097;19;weiblich;2;4;4;4;1;2;5;4;3;2;2;2
1098;24;weiblich;3;2;2;4;4;5;3;4;4;2;4;4
1099;20;weiblich;2;4;3;2;4;2;2;2;2;4;3;2
1100;19;weiblich;3;3;3;2;4;2;4;3;1;2;2;1
